Id15_v30,hypeid,obsstednr
37450867,1676,18000454.0
37450876,1677,
37450888,1678,
37450927,1679,18000132.0
37450961,1680,
37450997,1681,
37451111,1682,
37451157,1683,18000887.0
37451193,1684,18000040.0
37451802,1685,18000471.0
37452589,1686,18000075.0
37470001,1687,
37470002,1688,
37470003,1689,
37470004,1690,20000856.0
37470005,1691,
37470006,1692,
37470007,1693,
37470008,1694,
37470010,1695,
37470012,1696,20000306.0
37470017,1697,20000034.0
37470020,1698,20000021.0
37470022,1699,
37470023,1700,20000308.0
37470027,1701,
37470029,1702,20000790.0
37470036,1703,20000852.0
37470054,1704,
37470064,1705,
37470066,1706,
37470077,1707,
37470111,1708,
37470226,1709,
37470227,1710,
37470228,1711,
37470229,1712,
37470403,1713,
37470414,1714,
37470422,1715,
37470444,1716,
37470466,1717,20000024.0
37470489,1718,
37470511,1719,
37470522,1720,
37470533,1721,
37470550,1722,
37470553,1723,16000030.0
37470555,1724,
37470566,1725,20000026.0
37470570,1726,
37470587,1727,
37470590,1728,
37470597,1729,
37470611,1730,
37470623,1731,
37470641,1732,
37470655,1733,
37470666,1734,
37470675,1735,20000025.0
37470676,1736,
37470678,1737,
37470679,1738,
37470680,1739,
37470707,1740,20000042.0
37470722,1741,
37470723,1742,
37470744,1743,
37470827,1744,
37470859,1745,
37470866,1746,
37470892,1747,
37470913,1748,
37471623,1749,
37510001,1750,
37510002,1751,
37510003,1752,
37510004,1753,
37510005,1754,
37510006,1755,
37510007,1756,16000070.0
37510008,1757,
37510012,1758,
37510033,1759,
37510034,1760,
37510045,1761,
37510452,1762,
37512255,1763,
37520001,1764,16000215.0
37520002,1765,
37520003,1766,16000777.0
37520004,1767,
37520022,1768,
37520034,1769,16000726.0
37520044,1770,
37520067,1771,
37520222,1772,
37520423,1773,16001302.0
37520444,1774,16000273.0
37520456,1775,16001299.0
37530001,1776,
37530002,1777,
37530003,1778,
37530017,1779,
37530458,1780,
37540001,1781,
37540002,1782,
37540003,1783,16000053.0
37540004,1784,
37540005,1785,
37540006,1786,
37540007,1787,
37540014,1788,
37540017,1789,16000411.0
37540019,1790,
37540022,1791,
37540023,1792,
37540026,1793,
37540027,1794,
37540056,1795,
37540077,1796,16000410.0
37540089,1797,
37540114,1798,
37540119,1799,
37540126,1800,
37540374,1801,
37540418,1802,16000276.0
37540801,1803,
37540821,1804,
37540822,1805,16000023.0
37541117,1806,
37542026,1807,16001095.0
37542117,1808,
37610001,1809,
37610002,1810,
37610003,1811,
37610004,1812,9000451.0
37610005,1813,
37610006,1814,
37610007,1815,
37610008,1816,
37610012,1817,
37610017,1818,
37610022,1819,
37610023,1820,
37610024,1821,
37610027,1822,
37610029,1823,
37610053,1824,
37610069,1825,
37610088,1826,
37610099,1827,
37610114,1828,
37610256,1829,
37610258,1830,
37610260,1831,
37610303,1832,9001110.0
37610745,1833,9000015.0
37610764,1834,9000001.0
37610765,1835,
37620001,1836,
37620002,1837,
37620003,1838,
37620004,1839,
37620005,1840,
37620017,1841,
37620044,1842,
37630001,1843,
37630002,1844,
37630003,1845,
37630004,1846,
37630006,1847,
37630007,1848,
37630012,1849,
37630016,1850,
37630022,1851,
37630147,1852,
37630216,1853,12000195.0
37630452,1854,
37630777,1855,12000519.0
37631116,1856,
37635452,1857,
37640001,1858,
37640002,1859,
37640003,1860,
37640004,1861,
37640017,1862,
37640019,1863,12000001.0
37640024,1864,
37640026,1865,
37640027,1866,
37640028,1867,
37640033,1868,
37640044,1869,
37640045,1870,
37710001,1871,
37710002,1872,
37710007,1873,
37710008,1874,
37710017,1875,
37710087,1876,
37710222,1877,16001309.0
37710529,1878,16000024.0
37720001,1879,
37720017,1880,
37720020,1881,
37720045,1882,
37720051,1883,
37720123,1884,
37730001,1885,11000014.0
37730002,1886,
37730003,1887,
37730004,1888,
37730005,1889,
37730006,1890,
37730007,1891,
37730008,1892,
37730009,1893,
37730011,1894,16000258.0
37730017,1895,
37730018,1896,16000158.0
37730019,1897,16000130.0
37730023,1898,16000261.0
37730028,1899,
37730030,1900,
37730035,1901,
37730036,1902,
37730037,1903,
37730040,1904,
37730044,1905,9000293.0
37730045,1906,
37730046,1907,
37730047,1908,
37730054,1909,
37730055,1910,
37730066,1911,
37730072,1912,
37730076,1913,
37730078,1914,
37730083,1915,
37730088,1916,
37730336,1917,
37731106,1918,11000011.0
37731235,1919,
37731242,1920,
37731244,1921,11000204.0
37731245,1922,
37731255,1923,11000009.0
37731256,1924,11000060.0
37731277,1925,
37731318,1926,
37731321,1927,11000016.0
37731357,1928,
37731362,1929,
37731555,1930,
37731668,1931,
37731755,1932,
37733578,1933,11000272.0
37735489,1934,
38120028,1935,
38120029,1936,
38140017,1937,
38140023,1938,
38140024,1939,
38140029,1940,
38140117,1941,
38140427,1942,8000001.0
38140464,1943,
38140481,1944,
38140485,1945,
38140486,1946,
38140488,1947,
38140498,1948,
38160001,1949,
38160002,1950,
38160008,1951,
38160017,1952,
38160020,1953,
38160111,1954,
38160119,1955,
38160420,1956,5000003.0
38160621,1957,
38160640,1958,
38160654,1959,
38160666,1960,
38160688,1961,
38160690,1962,
38160698,1963,
38160988,1964,
38161621,1965,5000078.0
39100001,1966,
39100002,1967,
39100003,1968,
39100004,1969,
39100005,1970,
39100007,1971,
39100013,1972,
39100017,1973,
39100023,1974,
39100026,1975,2000006.0
39100029,1976,
39101117,1977,
39200001,1978,
39200002,1979,
39200003,1980,
39200004,1981,
39200005,1982,
39200006,1983,
39200007,1984,
39200008,1985,
39200010,1986,
39200017,1987,
39200022,1988,
39200023,1989,2000014.0
39200422,1990,
39200436,1991,
39200440,1992,
39200448,1993,2000005.0
39200466,1994,
39200485,1995,
39205412,1996,
40110001,1997,
40110002,1998,
40110702,1999,
40120020,2000,
40210020,2001,
40220001,2002,
40230001,2003,
40230017,2004,
40240001,2005,
40250020,2006,
41100001,2007,
41100002,2008,
41100003,2009,
41100004,2010,
41100023,2011,
41100523,2012,
41150020,2013,
41200001,2014,
41200002,2015,
41200003,2016,
41200004,2017,
41200005,2018,
41200006,2019,
41200008,2020,
41200017,2021,
41200020,2022,
41200022,2023,
41200026,2024,
41200030,2025,
41200038,2026,
41200084,2027,
41200200,2028,
41201598,2029,
41210001,2030,
41220020,2031,
42100020,2032,
42210020,2033,
42220001,2034,
42230020,2035,
42240005,2036,
42250020,2037,
42310001,2038,
42310002,2039,
42310003,2040,
42310033,2041,
42320001,2042,
42320002,2043,
42320003,2044,
42320004,2045,
42320005,2046,
42320007,2047,
42320016,2048,
42320017,2049,
42320018,2050,
42320023,2051,45000044.0
42320026,2052,45001412.0
42320044,2053,
42320053,2054,
42320119,2055,
42320215,2056,
42320221,2057,
42320511,2058,45000058.0
42320648,2059,
42320655,2060,45000002.0
42320683,2061,
42320687,2062,45000043.0
42320708,2063,45000003.0
42320715,2064,
42320718,2065,45000004.0
42320719,2066,
42320720,2067,
42320721,2068,
42320722,2069,45000117.0
42320723,2070,45000047.0
42320724,2071,45000045.0
42320729,2072,
42320744,2073,
42320755,2074,
42320761,2075,
42320762,2076,
42320765,2077,
42320766,2078,
42320782,2079,
42320788,2080,
42320794,2081,
42320799,2082,
42320823,2083,
42320824,2084,45000059.0
42320825,2085,
42320830,2086,
42320831,2087,45000034.0
42320832,2088,45000035.0
42320834,2089,
42320835,2090,
42320836,2091,45000090.0
42320837,2092,
42320869,2093,45000368.0
42320919,2094,
42320951,2095,
42321174,2096,
42321178,2097,
42321192,2098,
42321715,2099,45000804.0
42321762,2100,
42321766,2101,45001337.0
42321782,2102,
42321869,2103,45000369.0
42322511,2104,
42330001,2105,
42330002,2106,
42330018,2107,45001404.0
42330023,2108,
42330118,2109,
42330444,2110,
42330452,2111,45000005.0
42330456,2112,
42330842,2113,
42330896,2114,45000042.0
42330897,2115,45000041.0
42400001,2116,
42500001,2117,
42600002,2118,
42600003,2119,
42600042,2120,43000003.0
42700020,2121,
42700021,2122,
43100001,2123,
43200001,2124,29000535.0
43200002,2125,
43200003,2126,
43200100,2127,
43200124,2128,
43310020,2129,
43320027,2130,
43320028,2131,
43320227,2132,
43330001,2133,27000055.0
43330002,2134,
43330003,2135,
43330004,2136,
43330005,2137,
43330006,2138,
43340001,2139,
43340002,2140,
43340004,2141,
43340017,2142,
43340088,2143,
43340345,2144,
43340362,2145,
43340722,2146,
43340744,2147,27000045.0
43340755,2148,
43340756,2149,28000051.0
43340757,2150,
43340759,2151,28000001.0
43340760,2152,
43340761,2153,27000004.0
43340767,2154,
43340776,2155,
43340789,2156,
43340844,2157,
43340859,2158,
43341126,2159,
43341127,2160,
43348767,2161,
43349767,2162,
43400001,2163,
43400002,2164,
43400017,2165,
43600028,2166,
43600041,2167,27000615.0
43600042,2168,27000638.0
43600043,2169,27000035.0
43600051,2170,27000003.0
43600343,2171,27000975.0
43601142,2172,27000671.0
43602599,2173,
43603342,2174,27000002.0
44110001,2175,
44110002,2176,
44110012,2177,
44110017,2178,23000055.0
44110018,2179,
44110023,2180,
44110024,2181,
44110026,2182,23000248.0
44110027,2183,
44110076,2184,
44110099,2185,
44120001,2186,
44120002,2187,
44120003,2188,
44120017,2189,
44120020,2190,
44120021,2191,23000587.0
44130001,2192,
44130002,2193,
44130023,2194,
44200001,2195,
44300001,2196,
44300002,2197,
44400020,2198,
44500017,2199,27000021.0
44500021,2200,
44500027,2201,
44500029,2202,
44600028,2203,
44600128,2204,
44600413,2205,26000080.0
44600750,2206,26000151.0
44600888,2207,
44601099,2208,26000190.0
44601102,2209,26000082.0
44601103,2210,
44601111,2211,
44601164,2212,
44601165,2213,
44601182,2214,
44601185,2215,26000096.0
44601187,2216,
44601235,2217,26000114.0
44601236,2218,26000111.0
44601238,2219,26000103.0
44601239,2220,26000084.0
44601240,2221,
44601241,2222,
44601316,2223,
44601317,2224,
44601338,2225,26000170.0
44601340,2226,
44605111,2227,26000037.0
45100001,2228,
45100002,2229,
45100003,2230,
45100017,2231,
45100018,2232,
45100088,2233,
45100111,2234,23000994.0
51100001,2235,
51100002,2236,
51100003,2237,
51100004,2238,
51100017,2239,
51100024,2240,
51100054,2241,
51100117,2242,43000432.0
51200001,2243,
51200003,2244,
51200004,2245,
51200017,2246,
51200026,2247,43000408.0
51200111,2248,
51200333,2249,
51200400,2250,
51200430,2251,43000001.0
51200453,2252,43000246.0
51200553,2253,
51200555,2254,
51200899,2255,
51310001,2256,
51320001,2257,
51320002,2258,
51320003,2259,33000003.0
51320004,2260,
51320005,2261,
51320017,2262,29000232.0
51320366,2263,
51320723,2264,
51320766,2265,33000004.0
51325974,2266,
51325978,2267,
51326847,2268,
51326874,2269,
51326974,2270,
51330001,2271,
51330002,2272,
51330004,2273,
51330005,2274,29000009.0
51330028,2275,
51330029,2276,
51330128,2277,
51330428,2278,
51340028,2279,
51340328,2280,
51350001,2281,
51350002,2282,
51350003,2283,
51350017,2284,
51350032,2285,
51350112,2286,
51350423,2287,
51350461,2288,32000001.0
51350463,2289,
51350484,2290,32000004.0
51350508,2291,32000022.0
51350623,2292,32000002.0
51350624,2293,
51350649,2294,
51350665,2295,
51350672,2296,
51350682,2297,32000013.0
51350686,2298,
51350777,2299,
51350857,2300,
51350858,2301,
51350859,2302,
51350860,2303,
51350861,2304,
51350862,2305,32000030.0
51350865,2306,
51350866,2307,32000020.0
51350867,2308,32000019.0
51350884,2309,
51357536,2310,32000018.0
52100003,2311,
52100017,2312,
52200001,2313,
52200002,2314,
52200004,2315,
52200008,2316,
52400001,2317,
52400021,2318,
52400023,2319,
52400081,2320,
52410020,2321,
52410055,2322,43000007.0
52610001,2323,
52610009,2324,
52620001,2325,
52620007,2326,
52630001,2327,
52630002,2328,
52630006,2329,
52630011,2330,
52630088,2331,
52630415,2332,34000019.0
52630615,2333,34000003.0
52630616,2334,34000023.0
52630648,2335,
52630664,2336,
52630687,2337,
52630688,2338,
52630712,2339,
52630733,2340,34000469.0
52630734,2341,
52630738,2342,34000260.0
52630768,2343,
52630769,2344,34000002.0
52630770,2345,
52631135,2346,
52631252,2347,
52631257,2348,
52631258,2349,
52631259,2350,
52631415,2351,34000024.0
52632768,2352,
52640001,2353,33000318.0
52640002,2354,
52640003,2355,
53100020,2356,
53200001,2357,
53300019,2358,
53300026,2359,46000641.0
53300096,2360,
53300119,2361,
53300219,2362,
53300319,2363,
53300419,2364,
53400020,2365,
53400021,2366,
53410001,2367,
53410002,2368,
53410003,2369,
53410043,2370,
53410077,2371,
53410771,2372,
53411124,2373,
53411137,2374,37000038.0
53411183,2375,
53411194,2376,
53500023,2377,
53500024,2378,
53500507,2379,37000011.0
53600001,2380,
54010001,2381,
54020001,2382,
54020081,2383,
54030001,2384,
54100001,2385,
54100002,2386,46000642.0
54100021,2387,
54100082,2388,46000174.0
54110001,2389,
54110111,2390,
54110237,2391,
54110258,2392,
54110444,2393,46000001.0
54110637,2394,46000030.0
54110676,2395,
54120020,2396,
54130003,2397,
54130031,2398,
54130032,2399,
54130033,2400,46000020.0
54130073,2401,
54130333,2402,
54140020,2403,
54300001,2404,
54400001,2405,
54400002,2406,
54400004,2407,
54400008,2408,
54400017,2409,
54400772,2410,37000034.0
54400773,2411,
54400777,2412,
54401138,2413,
54401139,2414,
54401140,2415,
54401144,2416,
54401222,2417,
54401223,2418,
54401258,2419,
54401259,2420,
54401458,2421,
54500001,2422,
54600020,2423,
54600023,2424,
54600027,2425,
54600222,2426,37000039.0
54700001,2427,
55100001,2428,46000608.0
55100004,2429,
55100044,2430,
55100051,2431,
55200027,2432,
55200028,2433,
55300001,2434,
55300002,2435,
55310028,2436,
55310088,2437,
55310328,2438,
56100001,2439,
56210001,2440,
56210002,2441,
56210020,2442,
56210029,2443,
56210042,2444,
56210432,2445,46000017.0
56210433,2446,
56210451,2447,
56210893,2448,
56210894,2449,46000018.0
56217895,2450,46000019.0
56220001,2451,
56220002,2452,
56220003,2453,
56220066,2454,
56300001,2455,
56300061,2456,
56400001,2457,
56400081,2458,
56500001,2459,
56500011,2460,
56500111,2461,
56600001,2462,41000024.0
56600002,2463,
56600003,2464,
56600010,2465,
57110001,2466,
57110002,2467,
57110003,2468,
57110022,2469,
57110023,2470,41000140.0
57110073,2471,
57110123,2472,
57110145,2473,41000695.0
57110323,2474,41000141.0
57115145,2475,
57210028,2476,
57210029,2477,
57210030,2478,
57210069,2479,
57210099,2480,
57220017,2481,
57220018,2482,
57220019,2483,
57220020,2484,
57220028,2485,
57220030,2486,
57220034,2487,
57220055,2488,41000124.0
57220066,2489,
57220077,2490,
57220088,2491,
57220099,2492,
57220166,2493,41000129.0
57220534,2494,41000014.0
57220555,2495,
57230001,2496,
57300001,2497,
57300011,2498,
57310020,2499,
57320017,2500,
57320028,2501,
57320057,2502,
57320068,2503,
57320157,2504,
57320517,2505,
57320518,2506,
57320728,2507,
57400011,2508,
57400041,2509,
58010020,2510,
58100028,2511,
58100058,2512,
58100060,2513,
58100063,2514,
58100068,2515,
58100098,2516,
58100160,2517,
58200001,2518,
58200002,2519,
58200003,2520,
58200004,2521,
58200005,2522,
58200006,2523,
58200022,2524,
58200033,2525,
58200045,2526,
58200077,2527,
58200555,2528,41000391.0
58300001,2529,
58400020,2530,
58400021,2531,
58400024,2532,41000284.0
58400066,2533,
58410001,2534,
58410547,2535,41000012.0
58416548,2536,
58500001,2537,37000261.0
58500002,2538,
58500003,2539,37000249.0
58500012,2540,
58500013,2541,
58500033,2542,
58500044,2543,
58500125,2544,37000255.0
58500333,2545,
58501244,2546,37000259.0
58600023,2547,
58600053,2548,
58600099,2549,
58700023,2550,
59100001,2551,
59100002,2552,41000020.0
59100017,2553,
59100018,2554,
59100019,2555,
59100023,2556,
59100024,2557,
59100717,2558,
59110023,2559,
59110024,2560,
59110043,2561,
59110053,2562,
59110063,2563,
59110073,2564,
59110663,2565,
59130020,2566,
59200001,2567,
59200002,2568,
59210020,2569,
59210023,2570,
59210028,2571,
59210029,2572,
59220020,2573,
59230001,2574,
59230071,2575,
59230078,2576,
59230081,2577,
59231292,2578,41000016.0
59240001,2579,
59300001,2580,
59300002,2581,
59300011,2582,
59300012,2583,
59300023,2584,
59300043,2585,
59300044,2586,
59300071,2587,
61000020,2588,
61000222,2589,
61100001,2590,
61100002,2591,
61100003,2592,
61100005,2593,
61200001,2594,
61200002,2595,
61200003,2596,
61200017,2597,
61200022,2598,
61200023,2599,
61200025,2600,
61200112,2601,
61200294,2602,
61200400,2603,
61200711,2604,
61200722,2605,
61200733,2606,
61200742,2607,55000015.0
61200743,2608,55000018.0
61200744,2609,
61200745,2610,55000017.0
61200756,2611,
61200765,2612,
61200766,2613,55000051.0
61200788,2614,
61200799,2615,
61200800,2616,
61200988,2617,
61201085,2618,55000445.0
61201091,2619,
61201092,2620,
61201093,2621,
61201094,2622,
61201095,2623,55000444.0
61201096,2624,
61201098,2625,
61201111,2626,
61202111,2627,
61300001,2628,
61300002,2629,
61300003,2630,
61300004,2631,
61300006,2632,
61300007,2633,
61300008,2634,
61300017,2635,
61300033,2636,
61300063,2637,
61300096,2638,
61300100,2639,
61300117,2640,
61300200,2641,
61300201,2642,
61300211,2643,
61300217,2644,56000007.0
61300222,2645,
61300230,2646,
61300231,2647,
61300416,2648,
61300422,2649,
61300437,2650,
61300453,2651,56000002.0
61300456,2652,
61300458,2653,
61300469,2654,56000001.0
61300555,2655,56000005.0
61300617,2656,
61300646,2657,56000006.0
61300657,2658,
61300666,2659,
61300692,2660,56000003.0
61300700,2661,
61300875,2662,56000071.0
61300883,2663,
61300898,2664,
61300925,2665,56000070.0
61300985,2666,56000073.0
61301002,2667,
61301194,2668,
61301298,2669,
61301503,2670,
61400001,2671,
61400002,2672,
61410001,2673,
61410031,2674,
61420001,2675,54000009.0
61420111,2676,
61420121,2677,
62010020,2678,
62020001,2679,
62030020,2680,
62040020,2681,
62100019,2682,
62100020,2683,
62100070,2684,
62100079,2685,
62110001,2686,
62110002,2687,
62110042,2688,
62110044,2689,
62110222,2690,54000184.0
62120001,2691,
62200002,2692,
62200003,2693,
62200043,2694,
62210023,2695,
62210033,2696,
62210080,2697,
62210546,2698,54000002.0
62220001,2699,
62220023,2700,54000111.0
62230001,2701,
62230002,2702,
62230003,2703,
62230004,2704,
62230005,2705,
62230006,2706,
62230017,2707,
62230018,2708,
62230020,2709,
62230031,2710,
62230033,2711,
62230034,2712,
62230050,2713,
62230057,2714,57000053.0
62230077,2715,
62230113,2716,
62230168,2717,57000643.0
62230268,2718,
62230402,2719,57000058.0
62230411,2720,
62230428,2721,57000055.0
62230445,2722,
62230488,2723,
62230627,2724,57000049.0
62230647,2725,57000052.0
62230657,2726,
62230668,2727,
62230729,2728,57000059.0
62230744,2729,
62230975,2730,
62230977,2731,
62231011,2732,
62231012,2733,
62231022,2734,
62231033,2735,
62231034,2736,57000048.0
62231044,2737,
62231051,2738,
62231055,2739,
62231058,2740,57000057.0
62231065,2741,
62231066,2742,57000050.0
62231067,2743,57000044.0
62231069,2744,
62231070,2745,
62231071,2746,57000121.0
62231074,2747,
62231075,2748,
62231076,2749,
62231078,2750,
62231080,2751,
62231111,2752,
62231133,2753,
62231221,2754,57001206.0
62231222,2755,57000085.0
62231223,2756,
62231224,2757,
62231225,2758,
62231226,2759,
62231227,2760,
62231228,2761,
62231229,2762,
62231232,2763,
62231233,2764,
62231256,2765,
62231311,2766,57000073.0
62231312,2767,57000063.0
62231313,2768,
62231314,2769,
62231323,2770,
62231334,2771,
62231343,2772,
62231346,2773,
62231356,2774,
62231357,2775,
62231358,2776,
62231359,2777,
62231360,2778,
62231361,2779,57001002.0
62231365,2780,
62231378,2781,57000068.0
62231393,2782,
62231394,2783,
62231414,2784,
62231434,2785,
62231466,2786,
62231508,2787,57000494.0
62231600,2788,
62231729,2789,
62231866,2790,
62231987,2791,
62232065,2792,
62232069,2793,
62232221,2794,57000066.0
62232360,2795,
62232378,2796,
62235861,2797,57000178.0
62236725,2798,
62240001,2799,
62240002,2800,
62240022,2801,
62250001,2802,
62250002,2803,
62250019,2804,60000029.0
62250020,2805,
62250021,2806,
62250022,2807,
62250023,2808,
62250043,2809,
62250044,2810,
62250060,2811,
62250061,2812,
62250066,2813,
62250521,2814,
62250527,2815,
62300023,2816,
62300024,2817,
62320017,2818,61000399.0
62320026,2819,
62320027,2820,
62320127,2821,
62510020,2822,
62510024,2823,
62510025,2824,
62520001,2825,
62520002,2826,
62520003,2827,61000094.0
62520004,2828,
62520005,2829,
62520006,2830,
62520011,2831,
62520022,2832,
62520028,2833,
62520033,2834,61000012.0
62520044,2835,
62520045,2836,
62520047,2837,
62520055,2838,
62520061,2839,
62520066,2840,
62520067,2841,
62520075,2842,
62520077,2843,
62520087,2844,
62520088,2845,
62520114,2846,
62520258,2847,61000011.0
62523848,2848,
62530001,2849,
62530003,2850,
62530033,2851,
62530043,2852,61000441.0
62530044,2853,
62530050,2854,
62530051,2855,
62530052,2856,
62530055,2857,
62530056,2858,
62530059,2859,
62530551,2860,
62530555,2861,
62610027,2862,
62610028,2863,
62610057,2864,
62610077,2865,
62620001,2866,
62620002,2867,
62620003,2868,
62620004,2869,
62620005,2870,
62620006,2871,
62620007,2872,
62620008,2873,
62620009,2874,
62620010,2875,
62620011,2876,
62620013,2877,
62620023,2878,63000007.0
62620029,2879,
62620033,2880,
62620042,2881,64000033.0
62620044,2882,
62620055,2883,
62620059,2884,
62620084,2885,
62620107,2886,
62620457,2887,
62620492,2888,64000025.0
62620927,2889,
62630001,2890,
62630002,2891,
62630003,2892,
62630004,2893,
62630022,2894,
62630041,2895,
62630043,2896,
62630044,2897,
62630062,2898,
62630072,2899,
62630078,2900,
62630141,2901,
62640027,2902,
62640028,2903,
63110001,2904,
63110011,2905,
63110021,2906,
63110050,2907,
63120020,2908,
63130001,2909,
63130003,2910,
63210001,2911,
63210002,2912,
63210003,2913,
63210022,2914,
63210023,2915,
63210060,2916,
63220001,2917,
63220002,2918,
63230020,2919,
63230022,2920,
63300001,2921,
63300002,2922,
63300003,2923,
63300004,2924,
63300005,2925,
63300017,2926,
63300029,2927,
63300074,2928,
63300079,2929,
63300117,2930,
63300446,2931,61000013.0
63300455,2932,
63300470,2933,
63300472,2934,
63300475,2935,
63300933,2936,
64200001,2937,
64200002,2938,
64200011,2939,
64200525,2940,62000015.0
64210001,2941,
64210002,2942,
64210003,2943,
64210004,2944,
64210011,2945,
64210023,2946,
64210033,2947,
64210062,2948,
64210066,2949,
64210067,2950,
64210072,2951,
64210078,2952,
64210082,2953,
64210166,2954,
64210734,2955,
64210745,2956,
64210759,2957,
64210766,2958,
64210788,2959,62000017.0
64211129,2960,62000022.0
64211130,2961,62000014.0
64211131,2962,
64211255,2963,
64218263,2964,
64219845,2965,62000012.0
64220020,2966,
64300001,2967,
64300002,2968,
64300003,2969,
64300004,2970,
64300005,2971,
64300012,2972,
64300026,2973,
64300032,2974,
64300045,2975,
64300065,2976,
64300113,2977,47000092.0
64400001,2978,
65100020,2979,
65100028,2980,
65100029,2981,47000422.0
65100047,2982,
65100068,2983,
65100069,2984,
65100129,2985,47000429.0
65100147,2986,47000061.0
65100168,2987,47000060.0
65100187,2988,
65100229,2989,47001025.0
65100231,2990,
65110024,2991,
65110025,2992,
65110030,2993,
65110224,2994,47000659.0
65120001,2995,
65120003,2996,
65120020,2997,
65120022,2998,
65120032,2999,
65120222,3000,
65120382,3001,
65120782,3002,47000001.0
65200001,3003,
65200002,3004,
65200003,3005,
65200007,3006,
65201117,3007,47001141.0
65210001,3008,
65210002,3009,
65220020,3010,
65300001,3011,
65300002,3012,
65300003,3013,
65300017,3014,
65300018,3015,
65310001,3016,
65310017,3017,
65320020,3018,
65330001,3019,
65400020,3020,
65410020,3021,
65410021,3022,
65420001,3023,
66100001,3024,
66100002,3025,
66200020,3026,
66300001,3027,
66300021,3028,
66400020,3029,
66500001,3030,
66500002,3031,
66500003,3032,
66500004,3033,
66500011,3034,
66500019,3035,
66500020,3036,
66500033,3037,
66500045,3038,
66500222,3039,47001065.0
66500433,3040,47000036.0
66500434,3041,
66500444,3042,47000037.0
66500474,3043,
66500491,3044,
66500568,3045,
66500569,3046,47000032.0
66500949,3047,
66501001,3048,
67010020,3049,
67100020,3050,
67210001,3051,
67210071,3052,
67210075,3053,
67220001,3054,
67220002,3055,44000020.0
67220003,3056,44000191.0
67220020,3057,
67220029,3058,44000106.0
67220080,3059,44000188.0
67220120,3060,
67220121,3061,44000590.0
67221211,3062,
67221212,3063,
67221213,3064,
67221222,3065,
67221224,3066,
67221267,3067,44000021.0
67221278,3068,
67221282,3069,
67221284,3070,44000177.0
67221287,3071,
67221288,3072,
67221299,3073,
67221301,3074,
67221378,3075,
67400001,3076,
67510001,3077,
67510002,3078,
67510003,3079,
67510021,3080,
67510022,3081,
67520020,3082,
67520021,3083,
67521121,3084,
67530020,3085,
67600020,3086,
71100001,3087,
71100017,3088,
71100021,3089,
71100041,3090,
71100061,3091,
71100111,3092,
71220002,3093,
71220003,3094,
71220004,3095,59000005.0
71220005,3096,
71220013,3097,
71220014,3098,
71220022,3099,
71220024,3100,
71220025,3101,
71220026,3102,
71220029,3103,
71220039,3104,
71220088,3105,
71220124,3106,
71220129,3107,
71220222,3108,
71220225,3109,
71220229,3110,
71220412,3111,
71220445,3112,59000006.0
71220489,3113,
71220630,3114,
71220722,3115,
71220845,3116,
71220956,3117,
71222224,3118,
71240001,3119,
71240002,3120,
71240003,3121,
71240111,3122,
71240137,3123,
71240431,3124,
71240445,3125,
71240456,3126,58000047.0
71240477,3127,
71240796,3128,
71240797,3129,
71240853,3130,
71240904,3131,
71241188,3132,
71241189,3133,58000019.0
71241190,3134,
71241197,3135,
71241296,3136,
71241297,3137,
71241445,3138,
71249522,3139,
71260001,3140,
71260002,3141,
71260003,3142,
71260017,3143,
71260020,3144,
71260043,3145,
71260044,3146,
71260045,3147,
71260061,3148,
71260073,3149,
71260444,3150,
71260810,3151,53000010.0
71261165,3152,
71261286,3153,
71261444,3154,53000618.0
71262444,3155,
71270001,3156,
71270002,3157,
71270003,3158,
71270043,3159,
71270045,3160,
71270066,3161,
71270072,3162,
71270073,3163,
71270074,3164,
71270083,3165,
71270476,3166,53000011.0
71270819,3167,53000235.0
71271171,3168,
71271172,3169,
71280002,3170,
71280003,3171,
71280004,3172,
71280012,3173,
71280022,3174,
71280111,3175,
71280643,3176,
71280644,3177,
71280649,3178,
71280650,3179,
71280843,3180,
71288759,3181,53000028.0
71288760,3182,
71300001,3183,
72010020,3184,
72100001,3185,
72100002,3186,
72160001,3187,53000029.0
72160002,3188,
72160032,3189,
72160033,3190,
72160278,3191,
72160280,3192,
72160327,3193,
72160462,3194,
72160477,3195,
72161183,3196,
72161293,3197,
72200001,3198,
72200002,3199,
72200011,3200,
72200022,3201,
72200051,3202,
72200567,3203,50000048.0
72200633,3204,50000051.0
72200776,3205,
72201143,3206,
72201144,3207,50000045.0
72201145,3208,
72201153,3209,
72201154,3210,
72201177,3211,
72201261,3212,50000046.0
72201263,3213,50000058.0
72201264,3214,
72201265,3215,50000055.0
72201266,3216,
72201268,3217,
72201269,3218,
72201287,3219,
72201334,3220,
72201336,3221,
72201373,3222,
72201548,3223,
72204587,3224,
72300001,3225,
72300002,3226,
72300017,3227,
72300022,3228,
72300411,3229,50000056.0
72300422,3230,
72300455,3231,50000057.0
72300488,3232,
72300820,3233,
72300877,3234,
72300880,3235,
72300924,3236,
72300944,3237,
72300995,3238,
72301199,3239,
72400001,3240,
73100028,3241,
73100029,3242,
73100046,3243,
73100060,3244,
73100067,3245,
73100070,3246,
73100078,3247,
73100088,3248,
73100098,3249,
73100127,3250,
73100178,3251,
73101258,3252,48000317.0
73200021,3253,
73200028,3254,
73200048,3255,
73200051,3256,
73200068,3257,48000115.0
73200111,3258,
73200148,3259,
