Id15_v30,hypeid,obsstednr
32240459,896,52000063.0
32240516,897,52000199.0
32240658,898,
32240798,899,
32240799,900,52000064.0
32240800,901,52000020.0
32240801,902,
32241160,903,
32241161,904,
32241162,905,
32241784,906,
32250020,907,
32260020,908,
32260040,909,
32260060,910,
32260062,911,52000870.0
32260070,912,52000067.0
32260080,913,
32261300,914,
32261311,915,
32261344,916,
32261348,917,
32261368,918,
32261369,919,
32261370,920,
32261371,921,
32261395,922,
32261396,923,
32261398,924,
32261444,925,
32261500,926,
32261587,927,
32262368,928,52000068.0
32264589,929,52000425.0
32270001,930,
32270002,931,
32270003,932,
32270004,933,
32270017,934,
32270020,935,
32270021,936,
32270023,937,
32270044,938,
32270122,939,
32400001,940,
32400002,941,
32400011,942,
32400017,943,
32400045,944,
32400056,945,51000245.0
32400072,946,
32400223,947,
32400556,948,
32440001,949,
32440002,950,
32440021,951,
32440023,952,
32440024,953,
32440056,954,51000026.0
32440074,955,
32440222,956,51000261.0
32440223,957,
32460001,958,
32460002,959,
32460017,960,
32460020,961,51000002.0
32460111,962,
32460442,963,51000024.0
32460500,964,
32460567,965,
32460636,966,
32460902,967,
33100001,968,
33100002,969,
33100003,970,
33100052,971,
33100452,972,
33102452,973,
34100001,974,
34100002,975,
34100003,976,23000083.0
34100004,977,23000002.0
34100005,978,
34100006,979,
34100007,980,23000173.0
34100009,981,
34100010,982,
34100011,983,
34100017,984,
34100029,985,
34100055,986,
34100058,987,23000079.0
34100066,988,
34100077,989,
34100088,990,
34100099,991,
34100158,992,
34100617,993,
34200001,994,
34200002,995,
34200003,996,
34200004,997,
34200005,998,
34200006,999,
34200007,1000,
34200008,1001,
34200009,1002,
34200010,1003,
34200011,1004,
34200012,1005,
34200013,1006,
34200014,1007,24000050.0
34200015,1008,
34200016,1009,
34200017,1010,
34200018,1011,
34200019,1012,
34200020,1013,
34200021,1014,
34200022,1015,
34200023,1016,
34200026,1017,
34200027,1018,
34200028,1019,24000001.0
34200029,1020,
34200038,1021,
34200054,1022,
34200063,1023,
34200064,1024,
34200066,1025,
34200077,1026,
34200079,1027,
34200080,1028,
34200088,1029,
34200089,1030,
34200099,1031,24000148.0
34200110,1032,
34200111,1033,
34200112,1034,24000149.0
34200118,1035,
34200199,1036,
34200606,1037,24000061.0
34200999,1038,24000034.0
35100001,1039,
35200001,1040,
35200003,1041,
35200004,1042,
35200005,1043,
35200006,1044,
35200023,1045,
35200038,1046,
35200045,1047,
35200049,1048,23000087.0
35200057,1049,
35200078,1050,
35200079,1051,
35310001,1052,
35310002,1053,
35310003,1054,
35310004,1055,
35310005,1056,
35310006,1057,
35310007,1058,
35310017,1059,21000462.0
35320001,1060,
35320002,1061,
35320003,1062,
35320004,1063,
35320017,1064,
35320117,1065,
35320217,1066,
35320218,1067,
35320316,1068,
35320350,1069,
35320351,1070,
35320355,1071,
35320366,1072,
35320397,1073,21000467.0
35320416,1074,
35320511,1075,
35320512,1076,
35320522,1077,
35320523,1078,
35320527,1079,
35320530,1080,
35320533,1081,
35320539,1082,
35320540,1083,21000461.0
35320544,1084,
35320548,1085,
35320577,1086,
35320578,1087,21006467.0
35320585,1088,
35320586,1089,21000548.0
35320614,1090,
35320618,1091,
35320632,1092,
35320634,1093,21000535.0
35320637,1094,
35320665,1095,
35320666,1096,
35320667,1097,21001663.0
35320670,1098,
35320680,1099,
35320681,1100,
35320703,1101,
35320711,1102,
35320717,1103,
35320718,1104,
35320726,1105,
35320727,1106,
35320730,1107,
35320733,1108,
35320744,1109,
35320746,1110,
35320761,1111,
35320762,1112,
35320766,1113,21000794.0
35320777,1114,
35320786,1115,21000800.0
35320841,1116,
35320874,1117,
35320885,1118,
35320915,1119,
35320973,1120,
35321021,1121,
35321023,1122,
35321027,1123,
35321031,1124,
35321034,1125,
35321045,1126,
35321046,1127,
35321052,1128,21000923.0
35321055,1129,
35321056,1130,21000084.0
35321057,1131,21000446.0
35321058,1132,21000460.0
35321059,1133,21006549.0
35321060,1134,
35321063,1135,21000072.0
35321065,1136,
35321072,1137,
35321111,1138,
35321123,1139,21000020.0
35321151,1140,21006375.0
35321156,1141,
35321170,1142,
35321214,1143,
35321216,1144,21006462.0
35321217,1145,21000455.0
35321218,1146,
35321222,1147,
35321223,1148,
35321242,1149,
35321244,1150,21000085.0
35321256,1151,21000790.0
35321258,1152,21000087.0
35321260,1153,
35321275,1154,
35321276,1155,21000783.0
35321277,1156,21000780.0
35321279,1157,21000788.0
35321280,1158,21001151.0
35321287,1159,
35321289,1160,21000791.0
35321290,1161,21000793.0
35321291,1162,21000799.0
35321297,1163,
35321306,1164,
35321307,1165,21006036.0
35321309,1166,21006038.0
35321310,1167,
35321315,1168,
35321321,1169,21006037.0
35321344,1170,
35321349,1171,
35321350,1172,
35321351,1173,21006035.0
35321352,1174,21000712.0
35321353,1175,21000487.0
35321354,1176,21000803.0
35321355,1177,21000786.0
35321356,1178,
35321359,1179,21006597.0
35321366,1180,
35321378,1181,
35321379,1182,
35321380,1183,21000861.0
35321382,1184,
35321383,1185,
35321384,1186,
35321385,1187,
35321386,1188,
35321388,1189,21000061.0
35321389,1190,21000529.0
35321390,1191,
35321391,1192,21000528.0
35321392,1193,
35321399,1194,
35321407,1195,
35321408,1196,
35321410,1197,
35321411,1198,
35321413,1199,
35321415,1200,21003273.0
35321416,1201,
35321417,1202,21002628.0
35321418,1203,21006372.0
35321419,1204,21000569.0
35321420,1205,21000873.0
35321421,1206,
35321423,1207,
35321424,1208,21000563.0
35321425,1209,21000089.0
35321426,1210,
35321427,1211,
35321431,1212,21000665.0
35321432,1213,21000666.0
35321433,1214,
35321434,1215,21000648.0
35321435,1216,
35321436,1217,21000572.0
35321437,1218,
35321438,1219,
35321439,1220,
35321440,1221,21000752.0
35321441,1222,
35321442,1223,21000759.0
35321447,1224,21000577.0
35321448,1225,21002451.0
35321449,1226,
35321451,1227,
35321453,1228,
35321454,1229,
35321455,1230,
35321457,1231,
35321459,1232,
35321460,1233,21000030.0
35321461,1234,21006206.0
35321462,1235,21006072.0
35321464,1236,
35321465,1237,
35321466,1238,
35321467,1239,
35321469,1240,
35321470,1241,21000872.0
35321472,1242,21000090.0
35321474,1243,21006071.0
35321475,1244,
35321476,1245,21000745.0
35321477,1246,
35321478,1247,21000587.0
35321479,1248,21000040.0
35321480,1249,21000806.0
35321481,1250,
35321483,1251,21000672.0
35321484,1252,21000526.0
35321485,1253,
35321486,1254,
35321487,1255,
35321488,1256,21000807.0
35321489,1257,
35321490,1258,
35321491,1259,
35321492,1260,
35321493,1261,
35321494,1262,
35321495,1263,
35321496,1264,21000760.0
35321498,1265,21001659.0
35321500,1266,
35321514,1267,21000591.0
35321515,1268,
35321516,1269,21000062.0
35321519,1270,
35321520,1271,21000110.0
35321523,1272,
35321524,1273,
35321542,1274,
35321543,1275,
35321555,1276,
35321581,1277,21000782.0
35321583,1278,
35321610,1279,
35321675,1280,
35321725,1281,
35321745,1282,
35321763,1283,21000065.0
35321777,1284,21000557.0
35321866,1285,
35321888,1286,21000647.0
35321926,1287,
35321986,1288,
35321999,1289,
35322366,1290,
35322516,1291,
35322547,1292,
35322578,1293,21000643.0
35323232,1294,
35323618,1295,21001449.0
35324463,1296,
35324587,1297,
35325379,1298,21000859.0
35325385,1299,
35325789,1300,21000863.0
35327456,1301,
35327841,1302,
35328498,1303,
35328581,1304,
35330005,1305,
35330006,1306,
35330008,1307,
35330017,1308,
35330019,1309,
35330020,1310,
35330021,1311,
35330024,1312,
35330099,1313,
35330234,1314,21000413.0
35330255,1315,
35330274,1316,
35330370,1317,
35330374,1318,
35330492,1319,
35330664,1320,
35330702,1321,
35330846,1322,
35330885,1323,
35331184,1324,
35331255,1325,
35400001,1326,
35400002,1327,
36110001,1328,
36110002,1329,
36110003,1330,
36110004,1331,
36110005,1332,
36110006,1333,
36110007,1334,
36110008,1335,
36110009,1336,
36110017,1337,15000048.0
36110023,1338,15000046.0
36110043,1339,
36110076,1340,
36110099,1341,
36110111,1342,15000280.0
36110433,1343,
36110444,1344,
36110641,1345,15000043.0
36110655,1346,
36110666,1347,
36110689,1348,15000002.0
36120001,1349,
36120002,1350,
36120017,1351,
36120023,1352,15000045.0
36120085,1353,
36120522,1354,
36120574,1355,
36120588,1356,15000069.0
36120590,1357,
36120591,1358,
36120632,1359,15000073.0
36120697,1360,
36120698,1361,
36120744,1362,15000109.0
36120745,1363,
36120775,1364,
36120777,1365,15000104.0
36120787,1366,
36130001,1367,
36130010,1368,15000042.0
36130015,1369,
36130017,1370,
36130023,1371,15000044.0
36130026,1372,15001056.0
36130117,1373,15001034.0
36130544,1374,15000034.0
36230001,1375,
36230002,1376,
36230003,1377,
36230021,1378,
36230099,1379,
36230449,1380,15000032.0
36230799,1381,
36230831,1382,
36230933,1383,
36231598,1384,
36260001,1385,
37110001,1386,
37110017,1387,
37130001,1388,
37130002,1389,
37130003,1390,
37130004,1391,
37130005,1392,
37130006,1393,
37130015,1394,7000099.0
37130024,1395,
37130065,1396,
37130088,1397,
37130377,1398,
37130387,1399,
37130414,1400,14000016.0
37130477,1401,
37130487,1402,
37130588,1403,
37130600,1404,
37130610,1405,
37130611,1406,14000020.0
37130619,1407,
37130633,1408,
37130743,1409,14000022.0
37130776,1410,
37130822,1411,
37130863,1412,
37130864,1413,
37130888,1414,
37130934,1415,
37130988,1416,14000219.0
37130989,1417,
37135874,1418,
37150001,1419,
37150002,1420,
37150003,1421,
37150512,1422,10000011.0
37170001,1423,7000333.0
37170002,1424,
37170033,1425,
37190001,1426,
37190019,1427,
37190066,1428,
37190088,1429,
37210001,1430,
37210002,1431,
37210004,1432,
37210005,1433,
37210006,1434,
37210013,1435,7000003.0
37210015,1436,
37210018,1437,
37210020,1438,
37210023,1439,
37210077,1440,
37210112,1441,
37210445,1442,
37210447,1443,
37210638,1444,
37210639,1445,10000010.0
37210777,1446,
37210866,1447,
37211258,1448,
37218974,1449,
37220001,1450,
37220002,1451,
37220003,1452,
37220004,1453,
37220005,1454,
37220006,1455,
37220007,1456,
37220008,1457,
37220010,1458,
37220011,1459,
37220012,1460,
37220013,1461,
37220014,1462,6000428.0
37220015,1463,
37220016,1464,
37220017,1465,10000016.0
37220019,1466,
37220022,1467,10000017.0
37220023,1468,
37220027,1469,6000427.0
37220029,1470,
37220116,1471,
37220222,1472,
37220225,1473,
37220378,1474,
37220600,1475,6000001.0
37220611,1476,
37220622,1477,
37220645,1478,
37220677,1479,
37220678,1480,
37220682,1481,
37220688,1482,
37220689,1483,
37220694,1484,
37220699,1485,
37220881,1486,
37220900,1487,6000306.0
37220987,1488,
37221313,1489,
37230001,1490,
37230006,1491,
37230012,1492,
37230017,1493,10000014.0
37230018,1494,
37230019,1495,
37230020,1496,
37230021,1497,
37230029,1498,
37230055,1499,
37230099,1500,
37230147,1501,
37230219,1502,
37230225,1503,
37230228,1504,
37240001,1505,
37240002,1506,
37240003,1507,
37240004,1508,
37240020,1509,0.0
37240028,1510,
37240055,1511,
37240070,1512,
37240075,1513,
37240111,1514,
37240158,1515,
37240410,1516,
37240441,1517,10000009.0
37240486,1518,
37240497,1519,
37240499,1520,
37240556,1521,
37240665,1522,
37241002,1523,
37247562,1524,
37260001,1525,
37260002,1526,9000172.0
37260004,1527,
37260005,1528,
37260006,1529,
37260007,1530,
37260008,1531,
37280001,1532,
37280002,1533,
37280003,1534,
37280017,1535,
37280019,1536,
37280023,1537,
37310001,1538,
37310002,1539,
37310024,1540,
37310026,1541,
37310056,1542,
37310088,1543,
37310224,1544,
37310333,1545,
37320001,1546,
37320002,1547,
37320003,1548,
37320004,1549,
37320024,1550,
37330001,1551,
37330002,1552,
37330003,1553,
37330004,1554,
37330005,1555,
37330006,1556,
37330009,1557,9000173.0
37330016,1558,
37330018,1559,
37330023,1560,
37330026,1561,13000116.0
37330029,1562,
37330052,1563,
37330053,1564,
37330066,1565,13000065.0
37330086,1566,
37330223,1567,13000117.0
37330345,1568,
37330666,1569,
37340001,1570,
37340002,1571,
37340003,1572,16000123.0
37340004,1573,
37340005,1574,
37340006,1575,16000054.0
37340007,1576,
37340008,1577,
37340009,1578,
37340010,1579,
37340017,1580,
37340043,1581,16001334.0
37340044,1582,
37340053,1583,16000649.0
37340058,1584,
37340456,1585,
37410023,1586,
37410429,1587,
37410598,1588,
37410628,1589,13000019.0
37410666,1590,
37410699,1591,
37410723,1592,
37410874,1593,
37420001,1594,
37420002,1595,
37420003,1596,0.0
37420004,1597,
37420017,1598,
37420027,1599,13000430.0
37430001,1600,13000055.0
37430002,1601,
37430003,1602,
37430004,1603,
37430005,1604,
37430006,1605,
37430017,1606,
37430055,1607,
37430066,1608,
37430625,1609,
37430649,1610,
37430666,1611,19000214.0
37430695,1612,13000011.0
37430697,1613,
37430874,1614,
37430975,1615,
37430982,1616,
37435689,1617,
37450001,1618,
37450002,1619,
37450005,1620,
37450006,1621,
37450007,1622,
37450008,1623,
37450009,1624,
37450011,1625,
37450012,1626,
37450013,1627,
37450016,1628,
37450019,1629,17002092.0
37450020,1630,
37450021,1631,
37450023,1632,17000007.0
37450029,1633,0.0
37450033,1634,
37450047,1635,19000042.0
37450048,1636,19000016.0
37450049,1637,19000075.0
37450050,1638,
37450055,1639,
37450056,1640,
37450076,1641,
37450078,1642,
37450080,1643,
37450087,1644,
37450099,1645,
37450111,1646,
37450134,1647,
37450156,1648,
37450222,1649,
37450333,1650,
37450355,1651,18000041.0
37450405,1652,
37450411,1653,
37450438,1654,19000012.0
37450461,1655,
37450466,1656,
37450477,1657,
37450488,1658,
37450494,1659,
37450497,1660,18000077.0
37450525,1661,
37450527,1662,
37450534,1663,18000005.0
37450584,1664,
37450622,1665,17000004.0
37450634,1666,19000015.0
37450659,1667,
37450681,1668,
37450688,1669,
37450716,1670,18000079.0
37450777,1671,
37450793,1672,18000078.0
37450802,1673,18000135.0
37450829,1674,
37450852,1675,
